event_name,event_timestamp,user_pseudo_id,unique_session_id,data.path,user_properties.subscription_state,user_properties.subscription_product,user_properties.app_language,user_properties.feature_new_onboarding,user_properties.ab_tooltips_enabled
compatibility_create_birthplace,1710961472348000,1a29ac8a-94bd-4736-b517-0e77c5c84402,1a29ac8a-94bd-4736-b517-0e77c5c84402_1710961426421,/,subscribed,Yearly_30_b_var3,en,False,False
compatibility_create_birthplace,1710961331639000,70facd3e-c6b7-4678-97e8-c449d1c970ce,70facd3e-c6b7-4678-97e8-c449d1c970ce_1710961212244,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901037343000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901183317000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901254368000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901320164000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901476973000,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f,cfdf94d2-9bbe-4cfd-b9e2-c8dde91c065f_1710900961405,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710901036058000,9a874124-8bf1-4070-8cca-68a006a36a37,9a874124-8bf1-4070-8cca-68a006a36a37_1710900966657,/,subscribed,weekly_1299_intro_promo_discount,en,False,False
compatibility_create_birthplace,1710903338688000,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54,d2b54ad0-dda0-4fe2-aab9-4663f5e86b54_1710902938133,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710965523997000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710966408504000,ea05cd28-2199-4434-8d12-111e717bdd4e,ea05cd28-2199-4434-8d12-111e717bdd4e_1710965404973,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710970572673000,ea494e5f-c230-4ff0-a871-a3358ce15f20,ea494e5f-c230-4ff0-a871-a3358ce15f20_1710969505916,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710975511895000,62e7d782-4a9f-4dc0-bd59-cb797fedec7e,62e7d782-4a9f-4dc0-bd59-cb797fedec7e_1710975455807,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710972056148000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710971569787,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710972910710000,928668f1-1810-430d-9f4a-774d90b03208,928668f1-1810-430d-9f4a-774d90b03208_1710972875697,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710972857909000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,en,False,False
compatibility_create_birthplace,1710972951574000,76bf5647-6434-45f9-9b4a-7c1fc1acba50,76bf5647-6434-45f9-9b4a-7c1fc1acba50_1710972226300,/,subscribed,weekly_1299_intro_promo_discount,en,False,False
compatibility_create_birthplace,1710975013586000,db2e9515-1e72-4c80-ba86-8ba946438e2f,db2e9515-1e72-4c80-ba86-8ba946438e2f_1710973550537,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710978149865000,5d3a1992-4990-46a6-b7d2-b3d06a79d190,5d3a1992-4990-46a6-b7d2-b3d06a79d190_1710976575071,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710977578260000,066aec0d-9962-4a16-a31c-abebf824ca51,066aec0d-9962-4a16-a31c-abebf824ca51_1710977203070,/,subscribed,weekly_1299_intro_promo_discount,en,False,False
compatibility_create_birthplace,1710904775997000,c9c609e6-a10d-4dd3-99a3-cc94f756948d,c9c609e6-a10d-4dd3-99a3-cc94f756948d_1710904750552,/,subscribed,yearly_v4_introdiscount,en,True,False
compatibility_create_birthplace,1710908039968000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710908887655000,15bfd903-dc63-408c-aed9-249b6939f617,15bfd903-dc63-408c-aed9-249b6939f617_1710907673903,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710909097759000,2228b6f6-149b-4285-bfa6-76634edecfc5,2228b6f6-149b-4285-bfa6-76634edecfc5_1710908824805,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710912551947000,d4f3a9fe-5309-41f5-b855-1d8a8102419c,d4f3a9fe-5309-41f5-b855-1d8a8102419c_1710912516216,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710916953694000,29723199-a406-4971-a063-228daa92f3c9,29723199-a406-4971-a063-228daa92f3c9_1710916659554,/,subscribed,weekly_3,en,False,False
compatibility_create_birthplace,1710915056985000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710914562230,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710918875848000,0560c3f3-2461-4ed8-b90f-661a635bd6dc,0560c3f3-2461-4ed8-b90f-661a635bd6dc_1710918787707,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710918710299000,1b876427-2f30-4d3c-9bee-c7e1caf6c70f,1b876427-2f30-4d3c-9bee-c7e1caf6c70f_1710918594129,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710925005558000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710923190607000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710923632650000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710923727358000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710923949389000,a6049fda-8e0c-4883-bb13-33090c66a6a3,a6049fda-8e0c-4883-bb13-33090c66a6a3_1710922884177,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710927437724000,63dd3e3f-d187-4e79-8cbb-cabb233b8947,63dd3e3f-d187-4e79-8cbb-cabb233b8947_1710927402086,/,subscribed,6month_1_1999,en,False,False
compatibility_create_birthplace,1710926188645000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710926465918000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False
compatibility_create_birthplace,1710926700922000,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f,2dc59de3-c0b0-4636-8ba0-61c4c2cdbb2f_1710923311844,/,subscribed,yearly_t_2,en,False,False
